,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28
EFO-27,0.11975292,-0.03790697,-0.4466368,-0.18174472,-0.48560953,-0.12685259,0.17963478,-0.49133217,0.32133842,0.5697579,0.26426202,0.24833359,0.47639212,-0.22542214,-0.4201365,0.507775,-0.38433555,-0.55648845,-0.1349378,-0.5473136,0.3473265,0.043475892,0.57308877,-0.20608865,-0.46504796,-0.27863204,-0.02866819,0.40991104,0.54878557
KYO-1,0.28854597,-0.6020564,-1.0452847,0.12487799,0.0113450885,-0.09582289,0.33467725,0.020192742,0.40291432,1.0698669,0.66098803,1.011838,0.89322853,-0.6728851,0.12514728,-0.3645705,0.09815359,-0.9810246,0.573576,-0.7746245,0.023865879,-0.022696692,-0.1468355,-0.586769,0.24559057,-0.9831114,0.34663522,0.2714784,1.1911757
Hs 936.T,0.11975292,-0.03790697,-0.4466368,-0.18174472,-0.48560953,-0.12685259,0.17963478,-0.49133217,0.32133842,0.5697579,0.26426202,0.24833359,0.47639212,-0.22542214,-0.4201365,0.507775,-0.38433555,-0.55648845,-0.1349378,-0.5473136,0.3473265,0.043475892,0.57308877,-0.20608865,-0.46504796,-0.27863204,-0.02866819,0.40991104,0.54878557
SNU-1079,-0.13821062,-0.2580526,-0.74577117,0.20779034,-0.55210936,-0.039203033,0.3587249,-0.74326587,-0.09624496,0.8521812,0.59338474,0.43799567,-0.07403782,-0.08622274,-0.7089267,0.07109088,-0.43629587,-0.64801276,0.3035354,-0.07146859,0.79860914,0.26322588,0.6230408,-0.21027426,-0.44152167,-0.14945024,-0.14729872,0.65095484,0.93232834
SNU-C2A,0.009194747,0.04236846,-0.61170894,-0.051479325,-0.58225775,-0.051349208,0.27777073,-0.53125685,0.18144162,0.4312306,0.10573603,0.08292878,0.25035077,-0.05519478,-0.5687283,0.70367366,-0.5105538,-0.53515947,-0.14322522,-0.4289223,0.31483865,0.10538648,0.6480463,-0.39374053,-0.6065571,-0.1335276,-0.055127114,0.43432787,0.32903427
NCI-H596,-0.40213242,-0.15796144,-1.1205003,0.5379857,-0.74710196,0.12114908,0.5817843,-0.87424505,-0.45068473,0.6575605,0.37199888,0.17246279,-0.61880815,0.26217842,-1.0506295,0.33793527,-0.6831099,-0.62883997,0.38660625,0.25599653,0.8394733,0.42793357,0.77390677,-0.5608037,-0.69986284,0.14989716,-0.22324306,0.75059694,0.6091082
YD-10B,0.11975292,-0.03790697,-0.4466368,-0.18174472,-0.48560953,-0.12685259,0.17963478,-0.49133217,0.32133842,0.5697579,0.26426202,0.24833359,0.47639212,-0.22542214,-0.4201365,0.507775,-0.38433555,-0.55648845,-0.1349378,-0.5473136,0.3473265,0.043475892,0.57308877,-0.20608865,-0.46504796,-0.27863204,-0.02866819,0.40991104,0.54878557
IM95,-0.22729713,-0.6815185,-1.6676257,0.8053036,-0.27217293,0.14447989,0.71719766,-0.37731087,-0.34957004,1.1186415,0.73343456,0.8876817,-0.19240323,-0.17117767,-0.51770186,-0.46823233,-0.22198066,-1.025787,1.0340335,0.014662385,0.51162195,0.35299918,0.08957416,-0.916457,-0.026665658,-0.52529436,0.13794093,0.6070719,1.2011707
HCC1937,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
JHH-6,0.10969387,-0.71202654,-1.1313175,0.32898226,-0.0758661,-0.059243128,0.4144917,-0.22385433,0.12752588,1.2530608,0.8992563,1.0986544,0.50065994,-0.56207407,-0.116452605,-0.628364,0.033014446,-0.9966979,0.80206347,-0.4292997,0.41199,0.12913296,-0.03419441,-0.4780118,0.20950162,-0.8362626,0.2155691,0.46085212,1.4550295
L-1236,-0.13821062,-0.2580526,-0.74577117,0.20779034,-0.55210936,-0.039203033,0.3587249,-0.74326587,-0.09624496,0.8521812,0.59338474,0.43799567,-0.07403782,-0.08622274,-0.7089267,0.07109088,-0.43629587,-0.64801276,0.3035354,-0.07146859,0.79860914,0.26322588,0.6230408,-0.21027426,-0.44152167,-0.14945024,-0.14729872,0.65095484,0.93232834
SW48,0.62944955,-1.3034334,-1.8085284,0.4167594,0.74310863,-0.07614058,0.4967416,0.86889184,0.68460846,1.6385827,1.0546166,1.999442,1.7047011,-1.3517531,1.0183752,-1.3910928,0.79652786,-1.550344,1.3985009,-1.2983674,-0.65750206,-0.20691374,-1.1984425,-1.173282,1.2371558,-2.034824,0.93962145,-0.034528553,1.9040279
NCI-H1838,0.22015765,-0.26682287,-0.6941723,-0.07907824,-0.25621653,-0.11886291,0.23507273,-0.23196241,0.39833948,0.75977117,0.4009881,0.5674882,0.71694165,-0.4368356,-0.1464454,0.16793022,-0.16456363,-0.7388631,0.13893664,-0.69827116,0.14807922,-0.008201074,0.24283814,-0.38813215,-0.15037507,-0.6073172,0.15439767,0.32113194,0.78855634
KYM-1,-0.13821062,-0.2580526,-0.74577117,0.20779034,-0.55210936,-0.039203033,0.3587249,-0.74326587,-0.09624496,0.8521812,0.59338474,0.43799567,-0.07403782,-0.08622274,-0.7089267,0.07109088,-0.43629587,-0.64801276,0.3035354,-0.07146859,0.79860914,0.26322588,0.6230408,-0.21027426,-0.44152167,-0.14945024,-0.14729872,0.65095484,0.93232834
NCI-H1836,0.11975292,-0.03790697,-0.4466368,-0.18174472,-0.48560953,-0.12685259,0.17963478,-0.49133217,0.32133842,0.5697579,0.26426202,0.24833359,0.47639212,-0.22542214,-0.4201365,0.507775,-0.38433555,-0.55648845,-0.1349378,-0.5473136,0.3473265,0.043475892,0.57308877,-0.20608865,-0.46504796,-0.27863204,-0.02866819,0.40991104,0.54878557
SU-DHL-1,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
NCI-H209,0.42780954,-0.740255,-1.2061126,0.13325131,0.21820235,-0.10233907,0.34972662,0.30445278,0.5575891,1.1527469,0.683758,1.2275473,1.2144338,-0.87407,0.4195885,-0.5349193,0.28995737,-1.116041,0.7053497,-1.010474,-0.26399377,-0.11507672,-0.44016922,-0.76462513,0.50041527,-1.287087,0.5330051,0.13752362,1.284438
RERF-LC-MS,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
COLO 678,0.07389566,-0.020256238,-0.511802,-0.12442674,-0.51959145,-0.098934494,0.21842386,-0.5139891,0.25981143,0.5355561,0.2253502,0.2018297,0.38175118,-0.16472197,-0.47954538,0.5547095,-0.42737478,-0.5530671,-0.120795615,-0.49054262,0.354091,0.072046414,0.5993818,-0.26727054,-0.5101609,-0.22648607,-0.04182752,0.42710692,0.49205405
NCC-StC-K140,-0.003526099,-0.027314244,-0.83175147,0.07528618,-0.5217391,-0.0039343536,0.3621887,-0.42298934,0.14002831,0.44777134,0.08383304,0.14935583,0.24218243,-0.064350545,-0.5156407,0.6442978,-0.4718886,-0.6151613,-0.009446368,-0.43727392,0.19538645,0.11481047,0.5240485,-0.59362483,-0.52867013,-0.21643734,0.022277446,0.40344524,0.32408535
SH-SY5Y,-0.11550174,-0.32209408,-0.7018251,0.19102246,-0.5137001,-0.065042704,0.33274513,-0.7535959,-0.07814947,0.95131874,0.7075261,0.5391471,-0.03029409,-0.15129718,-0.6716463,-0.07345724,-0.38206375,-0.6688835,0.3586677,-0.07249096,0.8667973,0.25929683,0.5930623,-0.121118695,-0.371175,-0.20369223,-0.14850403,0.6674223,1.0820693
Hs 819.T,-0.13821062,-0.2580526,-0.74577117,0.20779034,-0.55210936,-0.039203033,0.3587249,-0.74326587,-0.09624496,0.8521812,0.59338474,0.43799567,-0.07403782,-0.08622274,-0.7089267,0.07109088,-0.43629587,-0.64801276,0.3035354,-0.07146859,0.79860914,0.26322588,0.6230408,-0.21027426,-0.44152167,-0.14945024,-0.14729872,0.65095484,0.93232834
SK-MES-1,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
KYSE-150,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
JIMT-1,-0.40213242,-0.15796144,-1.1205003,0.5379857,-0.74710196,0.12114908,0.5817843,-0.87424505,-0.45068473,0.6575605,0.37199888,0.17246279,-0.61880815,0.26217842,-1.0506295,0.33793527,-0.6831099,-0.62883997,0.38660625,0.25599653,0.8394733,0.42793357,0.77390677,-0.5608037,-0.69986284,0.14989716,-0.22324306,0.75059694,0.6091082
NB4,0.016267449,0.03723303,-0.60114884,-0.059812747,-0.5760749,-0.05617936,0.27149272,-0.52870274,0.1903912,0.44009256,0.11587736,0.093510166,0.26481122,-0.06608468,-0.55922246,0.6911415,-0.50247926,-0.53652394,-0.14269505,-0.4364961,0.31691697,0.10142589,0.6432511,-0.38173592,-0.5975044,-0.14281031,-0.053434465,0.43276584,0.34309232
NCI-H358,0.25992236,-0.80802006,-1.2507756,0.29833564,0.11432254,-0.0714823,0.41241682,0.06043738,0.30855185,1.2889776,0.874416,1.2641537,0.84347177,-0.75184745,0.17595524,-0.7230063,0.20645854,-1.1074276,0.8707627,-0.69155455,0.09806132,0.023350213,-0.3018546,-0.6477733,0.43061674,-1.1191959,0.3966154,0.3131482,1.4847877
SNU-175,0.11975292,-0.03790697,-0.4466368,-0.18174472,-0.48560953,-0.12685259,0.17963478,-0.49133217,0.32133842,0.5697579,0.26426202,0.24833359,0.47639212,-0.22542214,-0.4201365,0.507775,-0.38433555,-0.55648845,-0.1349378,-0.5473136,0.3473265,0.043475892,0.57308877,-0.20608865,-0.46504796,-0.27863204,-0.02866819,0.40991104,0.54878557
COR-L51,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
Becker,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
EWS-502,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
OVK18,0.02762463,-0.14919774,-0.5465713,-0.035765022,-0.4966101,-0.10264716,0.23959447,-0.59403753,0.1648946,0.7191813,0.43784907,0.36221933,0.2779683,-0.196394,-0.5186305,0.2801581,-0.3834459,-0.60050356,0.058363497,-0.36136785,0.55075693,0.12799373,0.5809106,-0.17281349,-0.42828628,-0.2492848,-0.07559721,0.51075524,0.7576253
UM-UC-3,0.12085635,-0.19397834,-0.8405451,0.036871865,-0.34369832,-0.051411614,0.32252845,-0.2688841,0.27292502,0.6350429,0.2586375,0.41812044,0.51374763,-0.28367004,-0.28056827,0.3446536,-0.278431,-0.7189298,0.13022512,-0.59172755,0.11998814,0.047384217,0.31141165,-0.55499977,-0.2783621,-0.47604972,0.12987569,0.34337974,0.59098846
Hs 742.T,-0.13821062,-0.2580526,-0.74577117,0.20779034,-0.55210936,-0.039203033,0.3587249,-0.74326587,-0.09624496,0.8521812,0.59338474,0.43799567,-0.07403782,-0.08622274,-0.7089267,0.07109088,-0.43629587,-0.64801276,0.3035354,-0.07146859,0.79860914,0.26322588,0.6230408,-0.21027426,-0.44152167,-0.14945024,-0.14729872,0.65095484,0.93232834
COV504,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
COLO 775,-0.034244932,0.057527203,-0.7183027,0.02290687,-0.60536087,-0.013643749,0.33150953,-0.5235154,0.12121904,0.38354382,0.042688817,0.035679117,0.16523963,0.005723208,-0.61254257,0.76364005,-0.54910547,-0.54389566,-0.11851299,-0.38696635,0.27805322,0.13018948,0.6499676,-0.50448227,-0.6426097,-0.09719089,-0.04882314,0.43692756,0.24691266
SLR25,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
L3.3,0.09642265,-0.18549597,-0.90061355,0.07877457,-0.3566532,-0.030181654,0.35279596,-0.2644667,0.23903725,0.60823846,0.22317302,0.39159143,0.46588477,-0.2494213,-0.3051735,0.37833744,-0.30008563,-0.72388977,0.14420033,-0.5681407,0.0992327,0.061336547,0.31241828,-0.61738867,-0.29858816,-0.4556669,0.13346642,0.3448232,0.54480857
LAMA-84,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
SK-ES-1,0.11975292,-0.03790697,-0.4466368,-0.18174472,-0.48560953,-0.12685259,0.17963478,-0.49133217,0.32133842,0.5697579,0.26426202,0.24833359,0.47639212,-0.22542214,-0.4201365,0.507775,-0.38433555,-0.55648845,-0.1349378,-0.5473136,0.3473265,0.043475892,0.57308877,-0.20608865,-0.46504796,-0.27863204,-0.02866819,0.40991104,0.54878557
EC-GI-10,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
MDA-MB-436,-0.13821062,-0.2580526,-0.74577117,0.20779034,-0.55210936,-0.039203033,0.3587249,-0.74326587,-0.09624496,0.8521812,0.59338474,0.43799567,-0.07403782,-0.08622274,-0.7089267,0.07109088,-0.43629587,-0.64801276,0.3035354,-0.07146859,0.79860914,0.26322588,0.6230408,-0.21027426,-0.44152167,-0.14945024,-0.14729872,0.65095484,0.93232834
HL-60,-0.21758232,-0.75513667,-1.1278062,0.58427906,-0.33361155,-0.007825136,0.5060065,-0.73699856,-0.33418435,1.428962,1.1881057,1.0573754,-0.22866133,-0.27813286,-0.6336572,-0.8456246,-0.18584882,-0.9213752,1.0013906,0.17926008,1.1120665,0.3887053,0.31718674,-0.21317945,-0.016703933,-0.4335847,-0.083828546,0.79784346,1.7268242
HCC1428,-0.13821062,-0.2580526,-0.74577117,0.20779034,-0.55210936,-0.039203033,0.3587249,-0.74326587,-0.09624496,0.8521812,0.59338474,0.43799567,-0.07403782,-0.08622274,-0.7089267,0.07109088,-0.43629587,-0.64801276,0.3035354,-0.07146859,0.79860914,0.26322588,0.6230408,-0.21027426,-0.44152167,-0.14945024,-0.14729872,0.65095484,0.93232834
BC-3C,-0.55457294,-0.68609583,-1.4797708,0.96834004,-0.58106285,0.15487178,0.74023604,-1.0024091,-0.795887,1.312263,1.0791161,0.8149808,-0.9392605,0.11839387,-1.0925158,-0.6815974,-0.4692711,-0.88839793,1.1493442,0.65795255,1.3544133,0.6163103,0.54862696,-0.4607464,-0.30900675,-0.05060956,-0.23694363,0.9879631,1.5237057
U266B1,0.18215862,-0.18018769,-0.6004904,-0.11793326,-0.3430323,-0.12188667,0.21409175,-0.33012313,0.36919776,0.687859,0.34924296,0.44670135,0.6259036,-0.35682434,-0.25002617,0.2965474,-0.24773821,-0.6698418,0.035286486,-0.64114,0.22348607,0.011356521,0.36782435,-0.31923622,-0.26946574,-0.48292345,0.085114814,0.35473117,0.69781303
ABC-1,0.22015765,-0.26682287,-0.6941723,-0.07907824,-0.25621653,-0.11886291,0.23507273,-0.23196241,0.39833948,0.75977117,0.4009881,0.5674882,0.71694165,-0.4368356,-0.1464454,0.16793022,-0.16456363,-0.7388631,0.13893664,-0.69827116,0.14807922,-0.008201074,0.24283814,-0.38813215,-0.15037507,-0.6073172,0.15439767,0.32113194,0.78855634
NCI-H522,0.11975292,-0.03790697,-0.4466368,-0.18174472,-0.48560953,-0.12685259,0.17963478,-0.49133217,0.32133842,0.5697579,0.26426202,0.24833359,0.47639212,-0.22542214,-0.4201365,0.507775,-0.38433555,-0.55648845,-0.1349378,-0.5473136,0.3473265,0.043475892,0.57308877,-0.20608865,-0.46504796,-0.27863204,-0.02866819,0.40991104,0.54878557
Ri-1,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
SK-N-MC,-0.13821062,-0.2580526,-0.74577117,0.20779034,-0.55210936,-0.039203033,0.3587249,-0.74326587,-0.09624496,0.8521812,0.59338474,0.43799567,-0.07403782,-0.08622274,-0.7089267,0.07109088,-0.43629587,-0.64801276,0.3035354,-0.07146859,0.79860914,0.26322588,0.6230408,-0.21027426,-0.44152167,-0.14945024,-0.14729872,0.65095484,0.93232834
CAMA-1,0.075714454,-0.24693762,-1.0328228,0.17059103,-0.3228804,-0.0025158077,0.40647134,-0.2242789,0.19159092,0.65021247,0.24967466,0.45460823,0.43125415,-0.25451013,-0.29032713,0.2964654,-0.27485266,-0.7761308,0.25342312,-0.5412075,0.07459268,0.08043965,0.24452186,-0.7126228,-0.2448624,-0.49964172,0.16717133,0.3465408,0.5892046
JHUEM-2,-0.18993914,-0.5192052,-0.89167154,0.38909033,-0.4560451,-0.03496544,0.4181608,-0.7914514,-0.23316985,1.180053,0.94753426,0.76684076,-0.18317786,-0.1828696,-0.7003108,-0.43731403,-0.3137802,-0.7749505,0.66315913,0.09357077,1.0380383,0.33996114,0.50090796,-0.13885334,-0.23289423,-0.270795,-0.14604306,0.75536776,1.3938601
SK-RC-31,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
LN-18,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
BL-41,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
NCI-H1618,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
CAL-51,-0.78744376,-1.282749,-2.0193994,1.5581934,-0.4194718,0.23829322,0.98764956,-1.1516428,-1.2743232,2.0209193,1.8330343,1.5060542,-1.4224072,0.026575536,-1.2008792,-1.8005478,-0.2692212,-1.1984814,2.0670779,1.183964,1.9227992,0.8682682,0.29559913,-0.46701497,0.09934181,-0.23439161,-0.25103545,1.2726977,2.4963303
HLE,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
NUGC-3,0.2775397,-0.39765003,-0.8356407,-0.020403579,-0.1251167,-0.11429675,0.2667559,-0.0837307,0.44234616,0.86836517,0.4791281,0.74988735,0.85441744,-0.5576599,0.009971082,-0.026293576,-0.038962334,-0.8430915,0.2954579,-0.7845445,0.03420791,-0.037734848,0.054097474,-0.49217135,0.029462844,-0.7951632,0.25902116,0.27039406,0.9255872
S-117,0.47146586,-0.83978844,-1.3137419,0.17789105,0.31794322,-0.09886512,0.37383124,0.41722763,0.59106946,1.2353654,0.743207,1.3663168,1.3190255,-0.9659932,0.5385903,-0.68268496,0.38551494,-1.195338,0.8244312,-1.0761108,-0.35062715,-0.13754605,-0.58376336,-0.84377825,0.6372361,-1.4300004,0.6126028,0.09892219,1.3886912
EoL-1,-0.13821062,-0.2580526,-0.74577117,0.20779034,-0.55210936,-0.039203033,0.3587249,-0.74326587,-0.09624496,0.8521812,0.59338474,0.43799567,-0.07403782,-0.08622274,-0.7089267,0.07109088,-0.43629587,-0.64801276,0.3035354,-0.07146859,0.79860914,0.26322588,0.6230408,-0.21027426,-0.44152167,-0.14945024,-0.14729872,0.65095484,0.93232834
MDA-MB-231,0.24295038,-0.31878874,-0.750365,-0.05577208,-0.20414236,-0.11704918,0.2476576,-0.17308328,0.41581938,0.8029058,0.4320261,0.63993895,0.7715484,-0.4848282,-0.08431521,0.09078258,-0.114673525,-0.78026366,0.20110846,-0.73253983,0.102848396,-0.019932184,0.16786844,-0.42945755,-0.07894164,-0.6819315,0.19595516,0.30097836,0.84298635
NCI-H2452,-0.13821062,-0.2580526,-0.74577117,0.20779034,-0.55210936,-0.039203033,0.3587249,-0.74326587,-0.09624496,0.8521812,0.59338474,0.43799567,-0.07403782,-0.08622274,-0.7089267,0.07109088,-0.43629587,-0.64801276,0.3035354,-0.07146859,0.79860914,0.26322588,0.6230408,-0.21027426,-0.44152167,-0.14945024,-0.14729872,0.65095484,0.93232834
KE-97,-0.13821062,-0.2580526,-0.74577117,0.20779034,-0.55210936,-0.039203033,0.3587249,-0.74326587,-0.09624496,0.8521812,0.59338474,0.43799567,-0.07403782,-0.08622274,-0.7089267,0.07109088,-0.43629587,-0.64801276,0.3035354,-0.07146859,0.79860914,0.26322588,0.6230408,-0.21027426,-0.44152167,-0.14945024,-0.14729872,0.65095484,0.93232834
