,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115,E116,E117,E118,E119,E120,E121,E122,E123,E124,E125,E126,E127
HCC2108,0.51753527,-1.0879017,-0.10843229,-0.32161927,0.1721223,0.030721083,-0.20074786,-0.394385,-0.3203272,-0.084505245,0.40047383,0.120075315,-0.4318782,0.17089552,0.88487923,-0.32493302,0.41626927,0.17892285,0.26348874,0.14333855,-0.17593278,-0.13248505,0.12284317,0.8454077,-0.0484429,-0.3778297,-0.34276563,1.1683788,-0.5639328,0.16357629,0.13601246,0.59054524,0.85818464,-0.07299687,0.283042,0.7532761,-0.734583,-0.046794366,0.04087132,0.49283743,-0.5328475,-0.26011664,-0.08894345,0.14885826,-0.21565866,-0.49298564,0.3284386,-0.17054269,0.5585834,-0.90386885,-0.3532692,-0.1462727,0.37288228,0.56807405,-0.0061283037,-0.20599112,-0.87573004,-0.047890343,0.63432294,-0.8176848,-0.3277332,-0.11212678,-0.19749969,-0.11329908,-0.55716085,0.426898,-0.90972745,-0.30080116,0.54291815,-0.0033549173,0.11314679,0.0035939328,0.1009593,-0.27611077,0.15454823,0.4144767,0.47357762,0.5203454,0.061385125,0.26399457,-0.4511257,-0.0016878173,-0.6472736,-0.55762655,-0.33376786,0.47023404,0.4550218,-0.62349045,0.2768093,0.85399723,-0.15435879,0.18534099,-0.47188878,0.19077887,0.749597,-0.14588135,0.21704476,-0.9204992,0.16842389,0.30062744,-1.0692567,-0.1631641,-0.23540044,-0.4147548,0.6410594,-0.2598154,-0.18733957,-0.42845294,0.7010322,0.0998566,0.3406876,0.2657042,-0.026409082,-0.18916205,0.06020855,0.33331472,0.3075843,-0.4697723,0.29381424,0.18868601,0.2521041,-0.5077849,-0.097029775,0.42806262,0.18356727,5.0991366e-05,-0.46208486,-0.7842154
NCI-H716,0.5191747,-1.0232823,-0.11754841,-0.25242773,0.38054928,0.56406343,-0.23043294,-0.13974692,-0.020671401,-0.53206205,-0.34061104,0.15665944,-0.40571803,-0.9404243,0.47154725,-0.27763024,0.0076524788,0.08182994,-0.21837172,-0.15138823,0.43255466,-0.2524717,0.122721046,0.3123909,-0.13044053,0.0021426133,-0.81697196,-0.12395094,0.052030113,0.2536931,0.2884579,0.3124634,0.02068292,0.060955964,0.4093989,0.7936361,-0.3926129,0.16444688,0.4264616,0.2541076,0.273578,-0.18519177,0.090774305,-0.185749,-0.04185218,-0.24906136,0.31139576,0.15758638,0.15691513,-0.09817679,0.40721223,-0.59187263,0.457308,0.14221907,0.43306276,-0.5933143,-0.12020892,-0.18723544,-0.081601396,-0.50046223,-0.36169192,-0.6411832,-0.3608237,-0.074263446,0.093037345,-0.029838346,-0.33201945,-0.50157905,-0.08502351,0.27383178,0.049707904,-0.20043421,0.64497334,-0.35951427,-0.4570382,0.29403007,-0.33468187,-0.7183004,0.029679345,-0.21848123,-0.5144815,0.6859686,-0.56017405,-0.47094434,-0.24784862,-0.21624672,0.3232145,-0.40617073,-0.56071925,0.46533367,0.19874123,0.7132249,-0.37744367,0.003218267,0.20728499,-0.2427669,0.21206337,0.028881691,0.6442587,0.04747587,-0.4636741,-0.18071002,0.3561566,-0.17997524,0.3060263,-0.70787007,-0.6020514,0.39425144,0.65632254,-0.14286038,-0.11011187,-0.34938464,-0.061802708,0.3680926,0.01077898,0.31501666,-0.08919216,-0.0720884,0.041334834,-0.27335778,0.070875645,-0.19931468,0.018523652,0.33723992,0.16784537,-0.22342263,-0.602435,-0.039166905
RMG-I,0.63620496,-0.5738116,-0.41761538,-0.6161157,-0.24769484,0.33736074,-0.18196139,0.020841138,0.11081966,-0.033224437,-0.47825265,-0.15570706,0.05751716,-0.052898783,0.5506807,-0.43215826,-0.24513575,0.24779856,-0.10649336,-0.33259976,-0.27826464,-0.23176968,-0.41246337,0.49541268,-0.15202549,-0.30142647,-0.14503284,0.19792622,-0.5229599,0.13620414,-0.1304809,-0.2831594,0.15411517,0.3116749,-0.076199725,0.6501216,-0.1814592,0.21059662,0.2969906,0.47168538,-0.20024234,-0.09982917,0.05633539,-0.6672979,0.33243564,-0.3977514,0.5301921,0.0953714,0.5987324,0.037606865,-0.38132086,0.12566833,-0.073279604,0.124218754,0.58494735,0.070464,-0.21411635,0.68960345,-0.2879091,-0.022660585,-0.114386775,-0.14932632,-0.62028533,0.17820948,-0.08956076,0.535774,0.056252792,0.22719674,0.35362723,0.4915113,0.114522435,-0.17586194,0.06243783,-0.10676987,0.5199163,0.16690886,-0.40353343,0.09814192,0.5608279,0.57351524,-0.7033425,0.37675673,0.122823335,-0.05815707,-0.26174164,0.38185236,0.6480056,-0.4896634,-0.16086449,0.09387478,0.13428046,0.23893201,-0.41239113,-0.13259923,0.19052649,0.0122680515,0.33672452,0.042768963,0.0013639466,0.21516992,0.2534283,0.0901164,-0.4272978,-0.128305,0.3890251,-0.46420273,-0.13296187,-0.04876044,-0.077360794,-0.30240342,-0.14330976,0.1407558,-0.16790287,0.13027477,-0.44223517,-0.45824903,-0.0065674894,0.09778261,-0.19799697,0.2830521,-0.35405543,0.38779,-0.26765507,0.78918546,-0.12951528,0.011846457,0.015544149,-0.059145324
LP-1,0.37324452,-0.39680123,-0.6837658,-0.16293745,0.029684037,0.2793472,-0.06675768,-0.027650164,-0.22570163,0.10534394,-0.6124339,-0.043503888,-0.21193679,0.096323654,0.42751902,-0.19902253,-0.28760386,0.27194434,-0.291678,-0.3602527,-0.2732249,-0.19594078,0.22284834,0.4054184,0.0714354,-0.04731615,-0.22197199,-0.11850206,-0.39219987,0.12676463,0.020376645,-0.18022797,-0.12936556,0.14822094,0.13285425,0.36208236,-0.1973202,0.07164136,0.27512634,-0.017035665,0.12541702,-0.05752759,0.034220375,-0.51128983,0.096537866,0.050207905,0.23230568,-0.0101006925,0.3385044,-0.045789566,0.091586545,0.012303731,0.017696682,-0.020912759,0.46167392,-0.123591654,-0.23628278,0.3792701,0.014163049,0.07392823,-0.26637536,-0.28048337,-0.61216664,0.16861843,0.19197126,0.18534927,0.18633026,0.020912144,-0.09653235,0.0293947,0.1574685,0.1383743,0.0021697097,-0.3199407,0.12242698,-0.22740182,-0.28076392,-0.101794355,-0.11839698,0.2590234,-0.46202058,0.4018328,0.14422013,-0.1347838,-0.2662536,0.437759,0.454912,-0.24315882,-0.21052778,-0.052313253,-0.183393,0.19417219,-0.26640013,0.120352216,-0.013545183,0.10638836,0.19214214,0.11439605,-0.14019191,0.27726153,0.4038214,0.21055579,-0.33783695,0.22231984,0.25422335,-0.35886407,0.20778956,-0.014553091,0.11744219,-0.26242238,0.16682333,-0.068767026,-0.35082844,-0.11735669,-0.15308245,-0.37989923,-0.14520068,-0.042954933,-0.19802354,0.20929892,-0.13876383,0.20112023,-0.25314018,0.659623,-0.2317855,0.034642912,-0.2572832,-0.2133426
Hs 852.T,0.14707355,-0.4035471,-0.7123371,-0.52622324,-0.5338368,0.60401624,0.017419681,0.38579273,0.39911014,0.22703159,-1.002918,-0.22496727,-0.30391592,0.10401933,0.57292795,-0.49562237,-0.6595158,0.80354583,-0.124002725,-0.46204787,-0.18547235,0.18189856,-0.26143152,0.85391057,-0.042076036,0.03602238,-0.10437237,0.34197456,-0.88713574,-0.51672214,-0.30413267,-0.44205448,-0.25439632,0.35489023,-0.01740833,0.8105075,-0.063671626,-0.18521443,0.97904813,-0.2182228,0.1668729,-0.26304868,0.07053694,-1.3796865,0.29093927,-0.20683566,0.17433517,0.67761576,0.84924966,0.56238383,-0.54119265,0.62518215,-0.9384465,-0.15512957,0.38662693,-0.15004893,-0.6668933,1.0379392,0.23840329,0.3326553,0.1098377,-0.074072726,-0.3513702,0.536707,0.2921824,0.6300491,0.3386472,0.3650722,0.2024908,0.41572404,-0.03274004,-0.3508016,-0.06861837,-0.56497014,0.6417193,-0.5830013,-0.75093603,0.069126956,-0.014349729,0.8093045,-0.8907178,0.4398324,0.6573259,-0.028259434,0.24791834,0.827065,0.91399854,-0.6658578,-0.25482845,-0.36832544,0.0919065,0.5111891,-1.1042494,-0.26510692,-0.14926678,0.10788445,-0.13012275,1.0971731,-0.26590076,0.05320653,1.3871009,0.016235366,-0.83759284,0.7314068,1.1149852,-0.53514695,0.17146747,-0.5397613,-0.5530415,-0.29676968,-0.17612159,0.60812354,-0.3507367,0.3541379,-0.8384287,-0.83076274,0.12211052,0.22428153,-0.45380208,0.12503973,-0.7681435,0.8597096,-0.35539094,1.1124514,-0.25608402,0.0056989742,0.27167654,0.14485025
UACC-62,0.476845,0.8646713,-0.136849,0.8731185,-0.30159664,-0.38222563,-1.0803509,-0.2222038,-0.043295886,0.8899525,-0.33111924,-0.3602943,1.0387864,1.070727,-1.328928,-0.034067933,-0.14504553,0.021737538,-0.94783413,-0.26131356,-0.40926477,-0.9193773,0.20571373,-0.3881548,0.20212035,-0.5909355,1.8890777,0.5725263,0.47505713,1.1469833,0.20312837,-0.9475399,-1.8832581,0.45587212,-0.87220925,-1.1902071,-0.32935292,0.30826014,-0.28262678,0.4607868,0.10304124,-0.25589257,0.48368216,-1.1817653,0.22378011,0.15816562,-0.17990424,0.18226944,-1.2827106,0.015769143,0.70782304,0.2610851,0.74339134,-0.6869899,0.763215,-0.02809003,1.3951854,0.7971876,-1.1455388,0.14404103,-0.74915856,0.0068747215,-0.69511735,-0.63049155,-0.5449136,-0.5791377,1.3682363,0.888039,0.6306626,0.103033036,0.050084952,0.02189552,-1.369536,1.3323244,0.8096045,-0.7310454,0.97382504,1.3326001,-0.17129216,-0.8870303,-0.85103714,-0.55768406,1.390162,0.28344485,-0.5985717,0.7452216,1.0723717,-0.18029076,1.1288577,0.39538297,-0.13416713,-1.1477184,0.4080681,0.910846,-0.38569006,2.0029452,-0.49127746,0.29168034,-1.2111626,0.48511836,1.8608783,0.49697703,-0.54489815,0.23724705,-1.5747579,1.6734993,0.16017276,-0.031974092,-0.45441622,-0.3134504,0.37499845,-1.3842014,-0.37719634,0.08506258,0.059939608,-0.036530335,-0.99387234,0.5811466,-1.3250023,-0.39166892,0.15349048,2.269268,-0.29223537,0.6288694,-0.9109438,-0.8096899,-1.1360883,0.9872192
42-MG-BA,0.4899384,0.30911034,-0.79282916,0.91690844,-0.01720554,0.06805588,-0.90963584,-0.54061043,-0.7314937,0.9906788,-0.6544542,-0.4609962,0.5968026,0.896868,-1.0786583,-0.13397335,-0.40856695,0.035006262,-1.2241676,-0.95288503,-0.29185995,-1.0890276,0.4763916,-0.14774594,-0.042750426,-0.008638818,0.43160415,-0.5252616,0.1945809,1.2396145,0.35050532,-0.70094997,-1.5908253,0.538416,-0.2721123,-0.82467675,-0.23611787,0.060832888,-0.23287849,0.95693046,0.37014055,0.16769242,0.4469325,-1.064887,-0.57871073,0.6105464,0.0037770867,-0.611112,-1.1834245,-0.34056458,1.1955312,-0.07704249,1.1213347,-1.0874125,1.5209181,0.14156142,1.4648842,0.42808038,-1.1892802,-0.31669316,-1.0614554,-0.65700084,-0.8521011,0.07392317,0.23102511,-0.45532945,1.3755243,0.33707893,0.33604178,-0.32366028,0.45278367,0.6273118,-0.6064869,0.20600227,-0.1447352,-1.5751132,0.13278496,0.050520033,-0.4574675,-1.0265551,-0.23735742,0.30555564,0.36599162,0.26724967,-0.44469136,0.29590273,0.73931366,0.19245891,0.05439447,-0.35923,-0.5054698,-0.4749925,0.71526045,1.1040919,-0.6327416,1.4787508,-0.92980355,0.64048374,-0.55388564,0.7283608,2.1184669,0.7447259,-0.43846673,0.23862535,-1.4078667,1.1283627,0.2220163,0.7518736,-0.1206027,0.21606025,0.4188962,-1.3057513,-0.43861163,-0.38633913,0.48723704,0.18538907,-1.3759849,0.03471358,-1.4182882,-0.06643835,0.09411011,1.8368106,-0.1379226,0.20526336,-1.2073652,-0.9463525,-1.224313,0.19867814
RT-112,0.6451251,-0.26429266,0.34336725,-1.1220168,0.24571751,0.89343745,-0.037806533,1.3388013,-0.75417554,0.21846178,-0.4740493,0.21097949,0.16552004,-0.058753897,-0.647244,0.47047836,-1.3660958,0.7091237,-0.30661163,0.55516267,-0.5381718,-0.23407562,0.49658746,-0.95407313,-0.371963,-0.30818006,-0.3708111,-0.4801798,-0.9040857,0.08215378,0.7474177,-0.5670955,0.2520221,-0.21438132,0.16118261,-0.3271045,0.8874614,0.61532474,-0.6067644,-0.06356297,-0.20386398,-0.41127247,-0.22475535,-0.09947202,-0.0023587532,-0.07057164,-0.21003373,-0.31199047,0.40295336,1.1020875,0.64158976,-0.03969875,-0.36572137,0.32845706,-0.3066621,-0.1948387,0.24464561,0.017712444,0.87060094,0.10208614,0.25595316,-0.1725944,-0.59227234,0.18538335,-0.749294,-0.54478407,0.20098023,-0.06041155,-1.6714703,-0.43523446,-0.8389425,0.5626666,0.25703174,0.7127686,0.32236132,0.7766657,-0.20249,0.7321495,0.08388155,0.80700153,-0.1817442,0.710238,1.2396482,-0.06520389,0.072547704,-0.08007769,0.09023602,-0.2143025,-0.43641916,0.058780342,-0.080099314,0.15406649,0.34961528,-0.6460586,-0.29614797,-0.18619424,-0.19789107,-0.850851,0.8215887,-0.15886177,-0.49160683,0.18442412,-0.19738029,-0.37231067,-0.6256051,0.7392328,-0.25419816,0.15137084,-0.3095338,-1.1200299,0.09652509,0.010202713,-0.3254144,-0.23087256,-0.45245057,-0.90602434,0.6486044,0.0057621226,-0.026074506,0.3632357,-1.1893187,-0.19252002,0.034416214,0.6891263,0.49678388,0.26321775,-0.42352137,-0.23287839
23132/87,0.73156375,-1.6651798,-0.08507374,-1.9379778,0.15069002,1.7674487,-0.2291876,0.6862679,-0.36476067,0.14214076,-0.4272796,-0.0018003136,-0.254368,-0.5600935,-0.027628422,-0.3991724,-1.5082036,0.9344219,-0.26030183,0.34439597,-0.25410306,0.22471955,0.34231633,-0.12767564,-0.5835093,-0.4684824,-1.6188726,0.029875642,-1.0707775,-0.04911773,0.93327916,0.23194301,0.5178635,-0.048649292,0.3029765,0.7694704,0.03633585,0.5522805,0.6969865,1.3460625,-0.2031942,-0.6151308,0.14284596,-0.669849,-0.43142885,-0.8819582,0.45467082,-0.40563506,0.23632413,0.63948226,0.714429,0.24659197,0.025937423,-0.07189308,0.8452679,-0.2746582,0.25279322,0.14743973,0.78886473,-1.1270537,-0.621016,-0.4722035,-0.37651926,0.5628149,-0.41619518,-0.17863981,-0.43776506,-0.67246884,-0.35781106,0.021988807,-0.2870705,0.4123002,1.466168,-0.34625396,-0.13196535,0.42430198,-0.6469346,-0.2932935,0.2343817,0.75455487,-0.2859718,1.1247089,0.18185154,0.029611764,0.13569483,0.25083885,0.65530884,-0.95232487,-0.6938175,0.1914197,-0.4721839,0.9587596,-0.16267045,-0.18295531,0.22116968,-0.4926459,-0.35641414,0.35412967,1.2949835,0.18437174,-0.20003638,-0.05347663,-0.18119699,-0.5595102,0.9359509,0.091251984,-0.698485,-0.13132267,0.19034018,-0.4854804,0.040596947,0.19755402,0.29504246,0.26799503,-0.6204041,0.026753375,0.38244015,-0.18507068,0.12036972,0.0034474672,-0.96660846,0.10712911,-0.08363981,0.394951,0.30695498,-0.7941931,-0.7684156,-0.35209537
SW1271,-0.9080242,1.2120249,0.48493665,1.5577433,-0.4646641,-0.5171478,-0.10449454,0.8933267,1.1247787,0.3271061,-0.7120841,0.2839927,0.34236792,0.75104237,-0.12416408,0.5106766,0.28209248,0.9505517,-0.28962025,0.106095895,0.08293818,0.07459401,0.26917237,0.62657154,0.5822903,0.39618176,2.073985,0.87568945,0.23362388,-0.59977853,-0.8271321,-0.75927484,-1.4234977,-0.21879378,-0.57274556,-0.3481692,0.090139285,0.09357095,0.30016184,-1.772982,0.46224043,-0.48485416,-0.27731586,-0.82163054,0.8740258,0.4139042,-1.0329274,2.3208995,0.5477846,0.7804862,-0.8470948,0.38820288,-0.94394124,0.21393822,-1.2628464,-0.5980661,-0.9494369,0.7961369,0.7408365,1.4831412,1.2027997,0.35366595,0.301683,-0.70886415,0.47920126,0.16399212,0.9280408,0.80248386,-0.0072305035,0.09167291,-0.7428218,-0.7034459,-1.9334016,0.8804606,1.3197142,-0.22867961,0.61535394,1.6912637,-0.9673552,0.25177425,-1.2109811,-0.64745945,1.8164668,-0.0024490952,0.56920314,1.036711,0.6621612,-0.20705797,1.0043606,0.14250486,0.9770174,-0.52210826,-1.8012539,-0.36622897,-0.554238,1.1255777,0.034137707,0.8434709,-1.3052574,-0.92174953,1.4937234,-0.3322188,-0.50955206,0.9443438,-0.0331828,0.64509547,0.15875605,-0.54460025,-1.1503099,-0.8213811,0.00062004477,0.63095105,-1.0061747,0.6660895,-0.8654268,-1.2553351,0.2894121,0.5233617,-1.5185561,-0.6167388,-0.1033778,1.3915884,0.2044844,1.5485725,0.1806479,0.7611689,0.3549099,1.3002876
GSU,0.8223041,-0.64120775,-0.30618617,-0.20755172,0.29192367,-0.05139368,-0.39241078,-0.39956543,-0.22485141,-0.11403759,-0.10821664,-0.06959538,-0.054937616,-0.1920344,0.468825,-0.21684481,0.21488371,-0.18296716,-0.18596727,-0.25211912,-0.012254693,-0.47388038,0.0030499622,0.3023561,0.29548296,-0.34422308,-0.21797478,0.24664126,0.05466464,0.51292497,0.22981715,0.050219774,0.04884299,0.024582122,0.13682146,0.26088154,-0.55769235,-0.1153748,-0.0373345,0.21734357,0.124375254,-0.04065086,0.19776149,-0.026848793,0.14241543,-0.22657365,0.5137759,-0.29019028,-0.025130747,-0.5565231,0.21625294,-0.294581,0.5108778,0.016410358,0.55047727,0.12482184,-0.05535338,0.043373443,-0.31856385,-0.33361304,-0.72869,-0.44807875,-0.68807304,-0.29930407,-0.41620082,0.11734816,-0.24739982,-0.073885284,0.25232095,0.18588816,0.2597561,-0.14944921,0.040365845,0.03165334,-0.0011232868,0.35995555,0.23233098,0.016189404,0.25428048,-0.075721934,-0.5992253,0.29782858,-0.399972,-0.2282907,-0.7311852,0.3252438,0.38991952,-0.25673017,0.10087638,0.59345245,-0.050428413,0.09611701,0.0699908,0.33884972,0.3643,0.16980138,0.6803813,-0.6342649,-0.20028646,0.46319947,-0.525461,0.05557123,0.08681832,-0.2819749,-0.07689751,-0.2626062,-0.14401126,0.09589246,0.49374506,-0.21704665,0.23088768,-0.50320715,-0.065829314,-0.02338497,0.24372871,0.22813578,-0.21734324,-0.063891776,0.100875005,0.043868005,0.28781787,-0.0985218,-0.21842659,0.3983253,-0.10409747,-0.11388508,-0.581816,-0.23193863
SK-N-DZ,0.46727794,-0.5593666,-0.38982746,-0.5915367,-0.12004544,0.28518102,-0.057276543,0.015564088,0.106938235,-0.030758888,-0.5132776,-0.17922045,0.07091859,-0.04991299,0.52122843,-0.44506788,-0.26358086,0.18297522,-0.12595715,-0.3992208,-0.3107734,-0.23706894,-0.499624,0.49114153,-0.12338441,-0.29930297,-0.14458689,0.20786771,-0.5372827,0.063923195,-0.10120413,-0.31136683,0.13186593,0.3567189,-0.037264805,0.6553382,-0.18403013,0.26890177,0.34277442,0.4756504,-0.074578926,-0.040267117,0.052171092,-0.6743321,0.3759551,-0.43855172,0.5201605,0.09945998,0.6047246,0.037680674,-0.32276395,0.1323785,-0.056483164,-0.13592215,0.57906246,0.291614,-0.13492368,0.7010827,-0.27703658,-0.019887635,-0.17699419,-0.120595604,-0.58964205,0.29830894,-0.06338526,0.5983456,0.064783975,0.26182926,0.3706723,0.52377075,0.19681397,-0.17462361,0.051566742,-0.10276642,0.5159736,0.016164724,-0.36783278,0.08320874,0.586507,0.35911602,-0.70039713,0.34667158,0.08026793,-0.15895367,-0.2861821,0.4610076,0.6349653,-0.42879954,-0.17653033,0.12312562,0.14886741,0.26833257,-0.44189686,-0.10901138,0.16626969,0.012890339,0.31190363,0.1842936,0.00015219278,0.14169353,0.23901922,0.06209037,-0.4102374,-0.011358179,0.3654388,-0.55713844,0.054886058,-0.047656704,-0.15100653,-0.35927352,-0.1008624,0.11257965,-0.17105977,0.14993629,-0.48074427,-0.43845376,-0.12587534,0.10807503,-0.25894478,0.28349295,-0.3834935,0.26778576,-0.2529771,0.8244467,-0.13991445,0.017464686,0.037684307,-0.05152497
DAN-G,1.0619045,-0.76632583,0.065713346,-0.81853354,0.021001697,0.07275125,-0.4314834,-0.28838226,-0.014857769,-0.2840349,0.21131347,-0.114168346,0.28525537,-0.13480341,0.45929646,-0.35864368,0.11019189,-0.25874218,-0.006531645,0.04679957,-0.4806076,-0.4431724,-0.52756965,0.17271133,-0.22054225,-0.81407815,0.017210618,0.5267598,-0.20922635,0.4925014,0.1974225,-0.08336335,0.37208992,0.19529921,-0.22365524,0.501154,-0.28936812,0.011955127,-0.19236127,0.9317275,-0.59330255,-0.09220863,0.14672938,-0.107961796,0.1813696,-0.7840568,0.7487239,-0.29713708,0.3959561,-0.43043938,-0.21160933,-0.2069655,0.23661439,-0.10881823,0.46332532,0.058256358,0.16603678,0.35061085,-0.57729685,-0.5007383,-0.3245291,-0.09377429,-0.69071853,-0.134201,-0.6589912,0.500815,-0.3715691,0.13148719,0.5495166,0.63264453,0.15978195,-0.26942554,0.08538738,0.47581837,0.48206428,0.6359237,0.14866701,0.34534734,0.8835918,-0.277776,-0.6067475,0.18756498,-0.40132552,-0.20089419,-0.68632,0.14442222,0.64637756,-0.44490966,0.24230294,0.7914129,0.13720728,0.00029356673,0.10632343,-0.022222813,0.52200514,0.09805739,0.7013579,-0.87903076,-0.029665843,0.4146033,-0.8052814,0.07048191,-0.085210085,-0.6301162,-0.29502285,-0.30016327,-0.28249776,0.111312345,0.2888009,-0.47221622,0.19241017,-0.28141558,0.020217407,0.08666455,-0.22693247,0.040268626,-0.19081451,0.041523237,0.124054775,0.24895538,0.012862885,-0.24599014,-0.22615008,0.56554556,-0.0048270263,-0.09012799,-0.37314004,-0.08481287
Hs 737.T,0.54819643,-0.58315384,-0.33786136,-0.5732705,-0.23333682,0.29302305,-0.08262021,0.016042268,0.11170536,-0.040951747,-0.48847795,-0.17172559,0.08525656,0.029911943,0.55563146,-0.44306248,-0.25000343,0.19986248,-0.116111144,-0.39082146,-0.28646475,-0.25809547,-0.5023092,0.49143398,-0.05096181,-0.33810553,-0.14277159,0.20645583,-0.5093481,0.097444296,-0.12760474,-0.3391129,0.15483707,0.33527967,-0.066743545,0.6507726,-0.17494021,0.3826027,0.30056337,0.4440387,-0.096895285,0.017030373,0.03783846,-0.67260087,0.3670321,-0.42010683,0.49657783,0.12264717,0.5990965,0.03755928,-0.34172174,0.16189006,-0.17461748,0.02722303,0.48455393,0.22228974,-0.06549592,0.6870741,-0.27717492,-0.04948863,-0.07089292,-0.09645055,-0.6030729,0.2812087,-0.04104719,0.5899742,0.070035204,0.23014599,0.29585695,0.54895884,0.15007323,-0.28032756,0.0689819,-0.10183625,0.5039625,-0.10553886,-0.40680093,0.06122034,0.525653,0.48480576,-0.5325648,0.3722553,0.010453685,-0.078112,-0.2517074,0.3319489,0.64252937,-0.4000212,-0.1627248,0.12649581,0.14187554,0.25494853,-0.3975543,-0.13400084,0.15278257,0.042096376,0.33438268,0.09642496,-0.0010134561,0.25039667,0.28339258,0.06887672,-0.42159218,-0.036863744,0.3898403,-0.5297269,-0.22770283,-0.04800475,-0.13770224,-0.41126263,-0.18582016,0.11432056,-0.16352981,0.1369384,-0.43419978,-0.4420819,-0.052642696,0.10179282,-0.19857818,0.28361127,-0.2671095,0.41975912,-0.2467508,0.8016282,-0.13790098,0.013129519,0.038789663,-0.108544365
Li-7,0.535784,-0.5613939,-0.34928983,-0.6124179,-0.26033163,0.29421014,-0.16749838,0.017162146,0.113509916,-0.037643716,-0.476282,-0.16608748,-0.090256825,-0.04130896,0.5070768,-0.5371068,-0.23420563,0.13999295,-0.09729197,-0.37251318,-0.22677773,-0.25605762,-0.42614785,0.48511085,-0.1711599,-0.28856164,-0.14549044,0.1709792,-0.546167,0.19739044,-0.19287437,-0.38589147,0.13683303,0.35336536,-0.08279778,0.65820855,-0.16375412,0.16260904,0.30790928,0.4541089,-0.095648885,-0.054045826,0.050592955,-0.6661812,0.34901884,-0.3930159,0.5165715,0.05915434,0.60665363,0.03751658,-0.3213764,0.15474388,-0.25807768,-0.13006026,0.4374595,0.12356715,-0.11366245,0.6863962,-0.2891044,-0.021316286,-0.25000313,-0.10835027,-0.5820948,0.19789943,-0.027109906,0.77801704,0.0629869,0.2710552,0.36250624,0.5059472,0.050926335,-0.19257313,0.07109016,-0.09835693,0.49679983,-0.054654025,-0.37558636,0.066768505,0.43850854,0.32245052,-0.7739941,0.36059028,0.042811513,-0.10921958,-0.27799702,0.42528287,0.6570719,-0.60896915,-0.16029349,0.17602469,0.14902824,0.24149738,-0.39124048,-0.20699802,0.123327434,0.09173536,0.26087338,0.14742208,-0.001313736,0.16123539,0.2513282,0.007731527,-0.42099187,0.0031005144,0.35549468,-0.55298567,-0.044827,-0.050993413,-0.09917976,-0.38615277,-0.21979375,0.14882195,-0.16623548,0.0943604,-0.53820574,-0.4233395,-0.10241565,0.123141214,-0.19455114,0.2603013,-0.31191427,0.3973504,-0.24888979,0.84982127,-0.12985155,0.015529885,0.027347097,-0.08487089
