,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115,E116,E117,E118,E119,E120,E121,E122,E123,E124,E125,E126
SNU-761,-4.37959,4.529626,7.4716663,4.3604207,1.6358471,-7.8305774,5.9279323,-5.6925015,1.810717,-1.7445289,0.55939555,-10.839315,10.796705,-6.7769976,8.859395,-2.7986286,-5.8397036,-5.7066927,-3.7871962,5.429247,-1.4584403,-7.064648,4.3328686,-4.2827682,-2.3722427,7.46705,0.5512563,0.34995586,-9.304266,-0.21722016,0.5877036,4.4258323,-0.9812882,2.1349752,-3.7620208,0.2972015,-0.55125856,-2.0515034,-1.5339627,-1.3415103,0.43394083,-5.042124,8.55614,2.08137,12.965137,0.018723335,1.956198,-4.9773593,2.6630692,-7.2122617,3.174523,-1.6321627,-10.723197,-10.102915,-4.5849495,9.594319,0.11586339,-1.6535681,-4.417749,-7.0357156,-0.84491503,-1.7511055,2.1486213,2.3012576,-10.313479,3.500795,3.677587,-2.5162072,3.1903472,-7.667706,-5.1973605,4.8684716,-4.3268433,9.045618,-3.67231,3.323838,5.4144874,6.829842,-2.298495,7.8323417,14.046675,0.7623708,-0.112001345,11.989924,-3.3558524,11.2764435,4.991046,4.915009,-8.327462,6.8514557,-1.6862271,-5.9723725,-7.687532,-6.2871504,3.625014,-6.9206033,-0.8066,-8.975397,2.730952,-7.1844735,8.225495,-0.5677551,-5.0549865,-8.6233835,-0.7504509,0.28878707,6.9535923,2.055462,1.4557676,-7.7198143,-0.39003882,-5.5156913,-2.121146,8.302034,2.0416481,2.880895,-10.802745,2.5760171,-7.194332,2.4894428,-11.560103,-5.176353,-15.372563,-1.9538696,1.4231609,0.6889513,-0.530798
VCaP,5.1868725,-5.0377173,-9.007005,-10.835357,-7.127589,4.4107265,-10.457506,6.40111,-9.253981,8.234281,-0.5651281,11.556582,-15.363159,8.536656,-5.712475,1.9661407,5.9086266,12.903508,-7.509344,-2.9104166,14.475889,4.204659,2.2975445,7.675144,-10.056126,-5.4653783,-3.97085,-0.33283415,11.610118,-1.2744097,-1.4725494,-8.590706,6.199413,4.0142817,8.2872305,-3.1260974,3.3739557,9.228138,3.9237301,-0.940938,-6.119978,-2.7354767,-11.862454,-4.212083,-19.252377,1.8172414,-1.5052677,15.649148,-2.1899965,5.3138447,-8.388561,12.046183,6.121583,17.220531,15.029951,-16.312223,-4.5190544,5.5661035,10.605693,7.2722907,-3.9448228,6.8819895,-4.536851,2.431046,14.428892,-4.864855,-8.02803,-2.969866,6.7805443,-4.7135596,5.651946,-10.009431,-3.8922255,-12.804613,-5.2521887,-1.8192093,-6.8087697,-3.2863667,2.4979303,-13.178767,-22.775406,0.4059597,-2.1115031,-7.006897,-3.0094004,-1.736249,2.5930278,6.8860393,6.3406644,-7.462417,-6.666557,8.025527,5.7113905,-0.52572405,-5.4219303,-3.6051707,2.4972649,0.52085257,-9.164579,5.0585303,-4.497731,-2.0666764,5.5883303,6.168433,-2.8063626,-1.005733,-12.75989,-2.4225955,0.29013708,17.606695,6.517775,9.281084,-5.870733,1.1828239,2.3874729,-9.766973,5.745757,-9.506864,0.5248156,-2.1588972,14.867168,11.722877,11.764573,2.779201,3.0585718,-1.184884,4.8421597
SJSA-1,-1.7631027,2.570783,3.2511945,1.3515567,0.15738343,-3.6210003,2.717143,-2.59121,0.9020076,-0.12646994,0.069570005,-5.2997766,4.897663,-2.695386,4.301049,-1.0031714,-3.047027,-1.9327278,-2.0662715,2.4729075,-0.5760426,-3.1538463,1.754517,-2.257943,-1.339066,4.000263,-0.029425222,-0.1485804,-4.380564,-0.05711854,0.33119524,2.020017,-0.48266345,1.1812074,-1.5474403,-0.027638916,-0.41142723,-1.0768627,-0.005688349,-0.89408374,0.40883195,-2.5325584,4.2154818,1.2630115,5.82939,0.119083226,1.0126607,-1.6698785,0.84040743,-3.0078688,1.4709439,-0.053157777,-4.631968,-4.1982813,-1.4491594,4.392716,0.29449767,-0.093866676,-1.6734048,-3.1876743,-0.22096151,-0.29085726,0.8462963,1.6072953,-4.969394,1.2677273,1.8625783,-1.351301,2.0297525,-3.5644338,-2.509205,1.8240051,-1.9238696,3.9054868,-1.8924756,1.4959719,2.2977471,3.3167675,-1.168635,3.4761171,5.8968935,0.5472056,-0.17989714,5.501064,-1.9718425,6.105214,1.7650623,2.3267672,-3.6682987,3.0750735,-0.85769206,-2.1864612,-3.089097,-3.799648,1.6737392,-3.5201058,-0.524016,-4.4986267,0.8601101,-3.460306,3.7143571,-0.50004524,-2.367224,-4.1303325,-0.7955521,0.64087397,3.0469406,0.8394698,0.8252896,-3.0592997,0.27105954,-3.0302455,-0.70155877,3.2870286,1.212635,0.71773374,-4.5090227,1.6966096,-3.3697364,0.9161883,-4.892888,-2.2968802,-6.9840436,-0.65453833,0.7456941,1.0110079,-0.3802602
SLR21,0.507704,-0.16047187,-1.1629033,-2.0020645,-2.0608587,-0.7350487,-0.8120548,0.05983824,-1.3924706,1.871093,-0.5467186,0.017563248,-0.61982495,0.4350922,0.3739837,0.6444504,0.15100168,1.6126883,-2.4323714,0.5487464,2.135663,-0.9199096,0.5505536,0.84361964,-2.71176,0.98313713,0.053928476,0.33427086,0.30530182,0.23781449,-0.78461665,-0.5581564,1.2508372,0.9065742,1.6306682,-1.6100539,0.40222734,0.9054151,1.1017367,-0.6502353,-0.8697835,-2.496896,-0.2396758,-0.43446505,-1.0547254,0.5768252,0.6752632,2.4011195,0.0032737479,0.7000712,-0.6857006,2.041106,-0.19108903,1.4736875,2.1919436,-1.2426792,-0.94313586,1.3628956,0.68569154,0.31854627,-0.22310698,1.4012494,-0.7437737,1.320832,0.57073665,-0.6697814,-0.7487582,-1.0484533,2.4504583,-2.3774328,0.39988577,-0.7800798,-0.7811989,-1.0149117,-1.2842997,0.94354177,-0.46081704,0.7213542,-0.053218886,-1.8777652,-2.1724944,0.47646502,-0.5592131,0.16452548,-0.9186519,1.8232884,0.6957357,1.8953317,-0.4484268,0.06811703,-1.0417604,1.1545445,0.26402092,-1.3277234,-0.4871645,-1.7049853,-0.35928866,-2.0987682,-1.8525693,-0.22657155,0.25445464,-0.9744213,0.07023504,-0.001596611,-0.87464523,0.7997446,-1.7387717,0.058492362,0.28900185,1.8917263,1.3208996,0.47856286,-1.108804,0.3643708,0.6498201,-1.9744352,0.12031284,0.15214841,-1.1200236,0.10233918,0.6914244,1.2327566,0.20854859,0.1419177,0.9195608,0.4169764,-0.03634815
Calu-3,0.79034036,-1.106583,-5.1599207,-5.724134,-2.7438898,1.2602886,-3.6151667,3.9154258,-3.829879,5.504121,-0.4201328,4.080257,-5.832157,4.6096,-1.5322835,1.3240907,1.495981,7.6187387,-3.8664708,-1.4347956,5.6087756,2.1645525,2.75882,3.5549247,-4.1535373,-2.0802412,-0.8545603,0.17930949,3.080678,-0.01182944,-0.08235336,-3.5532606,1.9791306,1.2344311,4.8930445,0.095015764,0.5065759,2.9380918,2.3265963,0.01753864,-2.930216,-0.48888034,-6.1574655,-1.522701,-9.38634,0.93881804,-0.32869363,7.6662374,-1.5711573,3.690726,-4.386426,7.252507,4.3905683,7.1242676,7.3422127,-6.004524,-0.027469806,2.4187164,4.400536,2.0728536,-2.1915648,3.890775,-2.885037,1.1316984,4.651727,-1.8089849,-3.7320487,-1.158325,3.8482683,-1.2697517,2.742455,-4.132139,-0.8542965,-5.0383725,-0.47455433,0.6682987,-3.619882,-1.8240311,1.3070778,-5.645151,-8.800284,0.37721452,-0.05690892,-1.7169449,-1.3736715,0.5938446,0.33031884,2.3104146,2.4920232,-3.4570508,-2.228117,3.2613568,3.5882394,-1.0323086,-2.4046252,-1.5813568,-0.3158014,-0.6830253,-4.3019123,-0.06367235,-1.5738256,0.5197669,1.3936349,1.0935075,-1.0736412,0.08927473,-5.159769,-1.6807559,-0.23247917,8.666097,3.885168,2.2124357,-2.0901265,-0.5191295,1.0892222,-4.9471183,2.8791735,-3.4810631,-0.6085296,-1.9776437,5.487915,5.1403475,5.23259,2.559279,1.1748781,-0.26394576,0.453033
VM-CUB-1,-1.414759,1.9650246,2.7545662,1.6539873,-0.060392104,-3.7397423,2.7047238,-2.4585943,0.690513,0.1769661,0.4727299,-5.0772004,4.460687,-2.8402114,3.9738507,-0.7516558,-2.9653316,-1.4863747,-2.1999876,2.0359318,-0.40645307,-3.0768826,1.7923514,-2.0068028,-1.1957854,3.8277862,0.75418836,0.29379374,-4.053883,0.29794905,0.45623428,1.9219168,-0.22692634,1.0468127,-2.0729768,0.108998805,-0.49760082,-0.89599293,-0.30622718,-0.89187336,0.69435793,-2.4713445,3.9740686,1.190934,5.836816,-0.24330753,1.0921742,-1.8771689,0.7488939,-2.482035,0.6389032,-0.046550825,-4.57415,-3.6311193,-1.0717394,4.096503,-0.25265476,-0.5567159,-1.5290884,-3.2328022,-0.32308704,-0.32263142,0.6223247,0.69437104,-4.3548436,1.8992565,2.0780597,-0.99411756,2.4421167,-3.2485304,-1.9166901,2.2795444,-1.866756,3.905557,-1.5555428,1.4078625,2.2099035,3.0088875,-1.1899213,3.3317318,5.7316003,1.0910033,0.061565444,5.1728573,-1.6132815,5.8466964,1.8003799,2.2819753,-3.2787108,3.029977,-0.69095975,-1.961925,-2.9346628,-3.564029,1.1241412,-3.4573114,-0.5554995,-4.4623275,0.4056846,-3.1005213,3.3611968,-0.6398431,-2.2319937,-3.9571135,-1.2794235,1.1022575,2.5851312,0.8246385,0.27495322,-2.330028,0.48872092,-2.7499979,-0.8614815,3.47604,1.2814944,0.94863224,-4.379486,1.4201766,-2.9562376,0.9372886,-5.0027585,-1.8743097,-6.5310216,-0.49362004,0.98187864,0.9252307,-0.42347443
P3HR-1,-5.8394327,6.9573183,7.3187675,1.8813106,5.8238044,-4.3712664,5.6773553,-3.812276,3.6834567,-3.356527,-1.0311393,-8.957691,8.912308,-5.3874817,8.025108,-6.769853,-5.97195,-7.1564784,0.636127,2.7541358,-2.4598303,-3.2593248,-0.17823562,-7.9669456,-0.9413072,7.061821,-2.0492144,-1.3841596,-6.47591,-0.7757147,3.9258246,3.1936615,-3.5522864,1.7646196,-1.7496926,-0.9890061,1.0605438,-5.3499527,-0.98436344,1.942265,2.9533904,-0.4955318,8.913121,2.3853464,10.149228,-2.1251698,-1.0622036,-1.429884,2.3536885,-9.295859,6.702108,-0.22434644,-6.919999,-9.625899,-7.2776585,9.286269,3.1187901,1.286059,-4.3797507,-5.897981,1.4657141,1.8680459,4.8347692,3.0801992,-13.101889,0.43686733,1.3081222,-3.5453992,-0.6947013,-3.9522676,-8.896939,1.936365,-3.422907,7.201868,-1.6982051,-0.049916536,6.619959,9.015123,-4.468127,8.262059,15.317384,-3.0072122,-2.8730547,11.467631,-4.4647894,13.111008,0.9722713,2.0620215,-6.608015,3.3769011,-1.7372522,-7.691841,-5.34615,-4.5256796,2.477539,-3.7209089,3.4776769,-3.7370443,2.5628514,-5.314831,5.793636,1.0091323,-0.9602381,-6.5930243,1.3562077,-2.690702,9.884051,-0.822086,3.7585962,-9.177565,-3.036455,-4.063049,0.4930182,4.7572346,-1.2548454,-0.27946338,-9.041698,2.5819952,-3.875305,-1.3611429,-6.531087,-9.288682,-11.978141,1.0385314,-0.85272926,-0.7753593,-1.2318765
PK-45H,-4.3502793,4.0010715,7.2000947,4.3322096,1.7595881,-7.7169905,5.61682,-5.470515,1.4679976,-1.9057429,0.61502695,-10.350071,10.524778,-6.8975177,8.492262,-2.84079,-5.299643,-5.7695975,-3.7572782,5.338381,-1.2636104,-7.197977,4.379086,-3.765354,-2.4804826,6.9785075,0.9984866,0.8388399,-8.834373,-0.036966775,0.35160726,4.24108,-0.67176384,2.0942621,-3.3152578,-0.10831164,-0.2848453,-1.8461323,-1.8080409,-1.1882354,0.19982773,-5.210639,8.103364,1.5099169,12.536846,-0.0487527,1.9507598,-4.866235,2.864402,-7.0774045,3.1171672,-1.9243103,-10.612737,-9.933846,-4.827386,9.166242,-0.18390884,-1.9951228,-4.755983,-6.8486714,-0.90996206,-1.927949,2.1516297,1.9125371,-9.987516,3.4873438,3.335831,-2.457839,3.0272074,-7.7345443,-4.8604155,5.0270705,-4.1755257,8.769326,-3.5218496,3.4072618,5.390984,6.764318,-2.241907,7.250844,13.821392,0.74090743,-0.16221456,11.635686,-3.0116596,10.5688715,5.2992287,4.8163853,-8.40292,6.718819,-1.626981,-6.08589,-7.652593,-5.5156913,3.264211,-6.5046067,-0.6917277,-8.850825,2.6552994,-6.9123125,8.083158,-0.5662854,-4.735326,-8.153102,-0.52315456,0.063247435,6.5639105,2.11394,1.2751071,-7.7552714,-0.5270463,-4.8176627,-2.4858167,8.394784,1.6662459,2.8918402,-10.794535,2.252391,-7.0774493,2.6102104,-11.534873,-5.1237655,-14.843074,-1.9118984,1.3739777,0.2000461,-0.6274369
SNU-8,1.5603256,-2.2544167,-4.925487,-5.350503,-3.3571558,1.8222166,-4.8501687,3.885164,-4.672934,4.8245697,-0.3707064,5.627526,-6.7802577,5.0258207,-2.6010764,1.2797927,2.8816226,7.316056,-4.193524,-1.2008076,6.756122,1.7893277,2.622192,4.6965094,-4.665131,-3.3749504,-1.4536512,0.3965829,4.5590296,-0.6811374,-0.84459907,-4.135897,2.7079632,1.8925146,5.49794,-0.65851635,1.0023568,4.316409,2.3148634,-0.12666392,-4.0264187,-1.3212551,-7.2189145,-2.3997824,-10.750818,1.476414,-0.3677882,7.844713,-1.4680061,3.4961154,-4.4250402,6.065508,3.7615185,8.141332,7.519473,-7.8767104,-1.1385354,2.1046617,4.8112583,3.1003501,-2.638279,3.1134233,-2.5344696,1.1644294,6.9672475,-2.303056,-4.210956,-1.2206223,3.3005927,-2.2834423,3.5582643,-4.9014277,-1.2079673,-6.0193872,-1.788392,0.1079908,-4.0016165,-2.293502,1.8293847,-6.457431,-10.972996,0.32408378,-0.6429833,-2.9840765,-1.1569496,-1.2276312,1.6403853,3.0123384,2.4134657,-3.748952,-2.3703387,4.01078,3.3369932,0.07598319,-2.8303936,-1.4370729,0.0639007,-0.48079073,-3.8328972,1.0815172,-1.9321889,-0.20438083,1.6645646,2.3986607,-0.8574732,-0.47875687,-6.4479017,-1.2682205,-0.023983885,8.737689,3.5952008,4.11032,-2.7990139,0.39972165,1.2170211,-4.792435,3.035996,-4.448685,-0.34272057,-1.045068,6.499073,6.102245,5.935146,1.9199514,1.270931,-0.36416906,1.3965007
Hs 944.T,-1.4624258,3.6413515,-0.43592295,-4.5197124,3.11026,4.8488793,-1.7588974,2.812287,0.4106966,0.02856702,-2.228482,3.6183429,-3.7607276,4.14836,-0.79009515,-4.0310373,-0.19704936,1.0259684,2.8424804,-2.5084946,1.3080109,5.1042967,-3.744902,-3.4855309,-0.6945702,-0.8180047,-6.517998,-3.6052368,3.9102879,-2.4371634,3.8398676,-3.0409212,-2.5151455,1.2396352,3.5129778,-0.23858136,1.8380538,-1.6955479,2.7420578,3.3199635,0.7364072,5.103537,-1.7206783,0.90497595,-7.0353117,-0.95158386,-3.7018967,7.100375,-1.352204,-2.3610964,2.8097498,4.439619,5.1570153,3.2301097,0.43040457,-2.8053699,3.998944,5.233102,3.3481126,2.5586607,0.99380744,5.98546,2.4240506,3.166873,-0.5450964,-5.157839,-4.1870747,-2.3920398,-3.6773708,2.4342794,-3.9445896,-7.036603,-0.7836328,-4.1015787,0.04308101,-4.088828,-0.42624208,1.8898457,-1.748156,-0.10094501,-2.917194,-4.682847,-3.5537446,-0.4469677,-3.2356758,3.505388,-3.7149582,-0.7044504,2.5884802,-4.9624786,-2.0122876,-0.3690819,3.3019803,-0.07695272,-0.9949332,1.237325,4.627766,5.204467,-0.6358905,1.6158069,-2.35287,1.9144934,4.1544046,1.7051061,2.1785486,-3.9154668,1.9299986,-4.144678,3.6231499,1.2458096,-1.4459826,1.8943384,2.6452096,-3.117831,-1.7918385,-5.2501473,2.4382875,-1.838502,2.569105,-4.670366,8.460128,-2.174076,3.9784415,3.5950124,-2.143509,-0.6508334,0.855737
PaTu 8988s,3.6981325,-3.6933274,-6.721198,-7.931907,-5.939068,3.0903034,-8.01988,4.691621,-7.4889245,6.6937613,-0.20135325,8.752781,-11.23941,6.870468,-3.954565,1.9272752,4.2714257,10.58199,-6.610139,-1.5552148,11.24667,2.7997696,2.9450254,6.6122036,-8.097265,-4.282417,-3.5281835,-0.37131467,8.118379,-1.3611544,-1.3171717,-6.673958,4.8903275,3.540019,6.493269,-1.4759232,2.2542784,7.635891,3.3670309,-0.9204726,-5.697344,-2.4172509,-9.659202,-2.9603283,-15.068725,2.2282066,-0.7808492,11.8736105,-1.8415269,4.2471385,-7.0487328,9.307768,4.533336,13.161519,12.266271,-12.579845,-3.2665267,4.0671954,8.578007,5.418856,-3.592994,5.073661,-3.9405062,2.1776867,11.720942,-3.6431572,-6.1288714,-2.3532927,5.4242973,-4.4290824,4.780384,-8.034723,-3.3499172,-9.582514,-4.358578,-0.8661963,-5.6843333,-3.049215,2.2704103,-9.747907,-17.883232,0.52401185,-1.2137668,-4.862432,-2.4652708,-1.4937174,2.7528763,6.1372705,4.4340434,-5.5146766,-5.313198,6.429881,4.2161155,-0.8772152,-3.7226536,-3.4937377,1.0788628,-0.45807016,-6.518565,3.0898666,-2.8245125,-1.3929044,3.277194,3.8987212,-2.1044848,-0.7653537,-9.986227,-1.6317755,0.079713926,13.745168,5.3404145,6.54557,-4.8073916,1.6129559,2.6163511,-7.2156825,3.9835227,-7.7382607,-0.5948996,-1.2329495,10.802041,9.890903,8.142695,1.9373391,2.4786665,-0.52667284,3.955126
SW1573,6.228272,-6.4381585,-10.091944,-12.009962,-9.287393,4.619807,-12.419803,6.9115725,-11.443804,9.624332,-0.33347395,13.318491,-17.397804,9.751352,-6.528183,3.2451253,7.2203274,15.119466,-9.828976,-2.3508368,17.137583,3.9323308,3.9947968,10.171075,-12.254349,-6.6194324,-4.7177267,-0.22884148,12.876095,-1.7401543,-2.8392549,-9.821634,7.97244,4.8907175,9.48121,-3.2305744,3.748046,11.930374,4.4628124,-1.9519264,-8.374393,-4.303273,-14.235153,-5.095419,-22.1006,3.0646148,-1.06299,17.366386,-2.3673174,6.3324695,-10.320537,13.405867,6.163236,19.80257,18.045305,-19.121714,-5.87625,5.8081126,12.439437,8.491855,-5.377696,6.963915,-5.920318,3.0818973,17.798948,-5.365158,-9.073871,-3.365201,8.307486,-6.7486744,7.381246,-11.491298,-5.002722,-14.740332,-6.9591355,-1.2458521,-8.445634,-4.5545287,3.665755,-15.534128,-27.247133,1.0141705,-1.7941136,-8.131705,-3.2653937,-3.1166358,4.3478227,8.943144,6.8193893,-7.8242583,-8.069828,9.605287,5.8171797,-0.85511273,-5.5873823,-4.991618,1.8112963,-0.58500075,-10.130512,5.3392086,-4.362339,-2.6471465,5.392566,6.772846,-3.3035514,-1.0097643,-15.584406,-2.0389576,-0.0144337,20.49286,8.090464,10.601571,-7.5201325,2.405205,3.6450593,-10.442002,6.0855722,-11.463676,-0.59977037,-1.3985169,16.262072,14.86227,12.704461,2.1377199,3.9236276,-1.2318101,6.145337
NCI-H2030,-3.0043764,1.0914458,-3.362196,-3.3032837,2.1216197,0.7840252,-0.29868177,3.8194005,-0.50090927,2.882286,-1.0180699,1.96465,-1.6644034,3.2335312,-0.30565876,-1.9150648,0.006516766,3.774371,-0.2526683,-1.9344431,1.064475,2.2257273,1.6293617,0.7672599,-0.69509065,-1.7274876,0.32437345,0.90745485,0.15295492,0.098820865,2.489828,-1.7282279,-1.2558942,-0.12836452,5.2059193,0.7573145,-0.050956815,-1.7595031,1.1951433,3.1552634,-0.90097654,2.261162,-3.9944742,-0.8452805,-6.6525035,-0.7367317,-1.0883106,5.094003,-1.1845995,1.5858967,-1.0674009,4.4403477,4.742246,2.0918598,1.5075659,-1.4577574,3.348991,1.0398918,0.71566135,-0.1787509,-0.8230864,3.7291625,0.01526194,-0.19462347,-0.61510926,-1.1419536,-3.1153698,-0.6955289,0.07291825,1.3972358,0.16586809,-2.2285545,0.96745807,-1.4951855,3.1520894,0.5172632,-1.359366,-0.20242049,-0.5675591,-1.3017522,-0.32440257,-1.5426108,-0.9656822,0.84360224,-0.2824928,1.772002,-1.3066117,-0.9985685,0.30565852,-3.3411944,0.9302433,-0.46380353,3.0961146,1.221725,-2.4255714,1.2825634,0.620205,0.6438371,-1.1595087,-1.827294,-1.4825164,2.7687051,1.0962704,-0.04290248,1.5046484,-1.5420772,-0.029334951,-2.6207347,0.27625203,2.8392498,0.514189,0.94355494,0.7317597,-1.7983128,-1.6910572,-3.6677136,1.4310338,-1.0877621,0.3866219,-3.5503345,2.639189,-0.10778473,3.7453268,4.1040154,-1.0408651,-1.2670667,-2.7318337
NCI-H1155,-4.4353495,4.2376633,6.118067,2.7870433,2.876523,-6.17037,5.0401683,-4.2405086,1.8704531,-1.7905654,0.19175038,-8.931329,8.8018,-6.070958,7.4977174,-4.0215774,-4.803376,-5.3054104,-2.2386248,3.8474643,-1.2301803,-5.45943,2.6477258,-4.4466295,-1.9245597,6.340965,0.8634431,0.70190907,-7.0828,0.28714862,1.4960473,3.4288616,-1.227998,1.7984034,-2.059265,-0.9453732,0.462852,-2.8450801,-1.619356,0.100366026,1.2148665,-3.5240047,7.5594206,1.2254859,10.492579,-1.051555,0.91678363,-2.9623773,2.5789933,-6.8392797,3.7266867,-0.94971275,-8.455016,-8.639478,-5.1110306,8.20881,0.5964722,-0.997381,-4.522863,-6.0323615,-0.013566606,-0.40800953,2.6670642,1.7280757,-10.381952,2.3972208,2.2161276,-2.597566,2.1667633,-5.9448543,-5.413532,3.9710324,-3.4676158,7.362926,-2.2861133,2.1113408,5.405632,7.1886883,-2.9906662,6.3329506,13.118156,-0.2501259,-1.0569177,10.557645,-3.0317755,10.593009,3.462526,3.3986254,-7.124427,4.89815,-1.4978476,-6.194212,-6.052625,-4.532853,2.1865964,-4.767895,0.93040425,-6.7276487,1.7948508,-5.7361555,6.4552217,-0.10728507,-2.6450138,-6.728863,-0.019570757,-0.6636828,6.7146587,0.9907018,1.5914816,-7.1757293,-1.1327827,-3.7126527,-1.6805849,6.5019064,0.17492282,1.2868835,-9.379001,2.038984,-5.4052134,0.911462,-8.978418,-6.05817,-12.155179,-0.41919214,0.5230488,-0.49387294,-1.1654352
COV434,3.8077676,-3.3137054,-6.853525,-8.206042,-6.1670895,3.072878,-7.8255115,4.8398633,-7.151137,7.1519685,-0.3843684,8.552599,-11.373796,7.4172173,-3.9807105,2.265311,3.9922633,10.956112,-6.572671,-1.7358835,11.027031,3.1783884,2.881783,6.225888,-7.7287707,-4.0890517,-3.7823923,-0.81728643,7.8420563,-1.538864,-1.2278247,-6.5083284,4.5024843,3.233934,6.3035574,-1.1106204,1.7910379,7.43847,3.7010338,-1.1297656,-5.376582,-2.099327,-9.684527,-2.5972636,-15.200744,2.26537,-0.75963175,11.869151,-2.2631977,4.591837,-7.1296587,9.717445,4.8699546,13.307263,12.663395,-12.384869,-2.849569,4.3254647,9.00028,5.3825507,-3.6484344,5.1808863,-4.0318584,2.5828826,11.7020235,-3.707019,-5.796742,-2.2142096,5.5961585,-3.8148894,4.7677903,-8.200733,-3.117513,-9.641302,-4.2792077,-0.88906384,-6.006962,-3.3816783,2.5361583,-9.571293,-18.147243,0.6538187,-1.0777918,-5.014438,-2.5792947,-1.2466699,2.2023683,5.715156,4.7783227,-5.452515,-4.998672,6.8393717,4.5159583,-1.4679949,-3.5470445,-3.637654,0.79451257,-0.27934825,-6.5386744,2.87355,-3.0756614,-1.3024236,2.9976048,3.744928,-2.3016136,-0.3939401,-9.93894,-1.746518,0.26336798,14.147828,5.701134,6.0460186,-4.2425246,1.0062476,2.9484398,-7.280505,4.6235533,-7.1866345,-0.37394375,-1.4208696,11.13523,9.969797,8.364763,2.0063057,2.5249875,0.052403048,3.826688
SNU-61,3.726678,-4.3051887,-7.495963,-8.62024,-6.3204427,3.0891888,-8.539575,5.2243476,-8.036266,7.308102,-0.29778323,9.452309,-11.932829,7.452304,-4.7331004,2.2769578,5.054731,11.219384,-7.12722,-1.726793,11.832626,2.878779,3.3097103,7.591548,-8.457657,-4.9205313,-3.0892134,0.07509379,8.58249,-1.107437,-1.7783582,-6.8918023,5.264509,3.2950554,7.470763,-2.094066,2.3888953,8.032813,3.3805034,-0.8524654,-6.093385,-2.780336,-10.621393,-3.6182184,-16.304783,2.2240517,-0.6736454,12.459883,-2.0272663,4.8013654,-7.527448,9.717568,5.01086,13.9404125,12.749413,-13.22214,-3.3771884,3.847726,8.695455,5.796492,-3.9420917,5.090863,-4.2230306,2.2189722,12.442949,-3.7890375,-6.5412335,-2.445499,5.8169494,-4.3887634,5.3842225,-8.277427,-3.1978586,-10.473923,-4.248873,-0.4973463,-6.3814244,-3.4905698,2.5876322,-11.007972,-19.061464,0.6570929,-1.2801088,-5.5213313,-2.0204961,-2.2088385,3.008006,5.937353,4.498592,-5.739699,-5.226867,6.670891,4.407359,-0.48473015,-4.173126,-3.3392932,0.94056684,-0.58342004,-6.8949947,3.0244603,-3.1538775,-1.1540021,3.5921092,4.4357047,-1.9026132,-0.87092394,-10.83844,-1.7246896,-0.13095726,14.461576,5.758061,7.364552,-5.0214458,1.2757053,2.4536278,-7.5579667,4.476511,-7.997357,-0.6544215,-1.3604648,11.2889185,10.414151,9.390611,2.0425444,2.530359,-0.882616,3.6045163
LS180,-4.1283684,3.5457964,6.777835,3.847101,1.533764,-7.5056224,5.086935,-5.1765766,1.088892,-1.6776688,0.61867154,-9.796778,9.923586,-6.7200212,8.040282,-2.8049157,-4.695191,-5.4413652,-3.980925,5.269731,-0.81135446,-7.1866164,4.351058,-3.193838,-2.7863235,6.5530105,1.2572757,1.1846975,-8.222163,0.14367905,0.05862879,3.9544067,-0.28448725,2.1474006,-2.6233757,-0.6692602,0.04114023,-1.5083783,-1.8228964,-1.1682132,-0.07237667,-5.508143,7.6079144,0.99460196,11.772948,0.024701562,1.9698713,-4.316773,2.9169056,-6.753792,2.9792643,-1.8514004,-10.399294,-9.347314,-4.5687056,8.475773,-0.49170923,-2.0090861,-4.729882,-6.4783425,-0.9139323,-1.9235451,2.0058851,1.8830657,-9.525807,3.2381809,2.9733021,-2.510107,3.2040672,-7.8991365,-4.5090294,4.862279,-4.0774345,8.195479,-3.578447,3.4274402,5.175001,6.673562,-2.1895168,6.3376436,12.940967,0.77584267,-0.28102955,11.116971,-2.8449202,10.015231,5.462413,4.791909,-8.298592,6.404303,-1.6904955,-5.8792844,-7.420836,-5.1142206,2.9247062,-6.2065473,-0.5470039,-8.81941,2.3081272,-6.595078,7.8130736,-0.7067068,-4.317726,-7.588713,-0.4568268,-0.045214035,5.915182,2.2053726,1.1500528,-7.335009,-0.4081373,-4.1883907,-2.8005085,8.293133,1.4259235,2.5125916,-10.534764,2.002462,-7.0091944,2.5983899,-11.053099,-4.805468,-14.07042,-1.8353674,1.3667302,-0.035055473,-0.64618266
